sample_id,image_path,label,label_id,split,source,confidence,sample_weight,sha256,width,height,prob_Happy,prob_Sad,prob_Angry,prob_Fear,votes,confidence_a,confidence_b,confidence_c
consensus_3of3_c060_00000622,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\test\Primary\112-3D-842-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,57e28a987da59fa9bf0fce174460d667eeeb1d580833a4ac085cb73d898d8b58,512,362,,,,,3.0,0.948602557182312,0.9449176788330078,0.9
consensus_3of3_c060_00000623,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\280-8D-746-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,b64ce364124623f520e78701dc2b60b4db183812c0de187ec013e1de59b8aeda,512,362,,,,,3.0,0.9485822916030884,0.9847917556762696,0.9
consensus_3of3_c060_00000624,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\106-4G-987-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,ccd0ef4c482a6b076b020ca67620a90bb73ef89311e6da6c376c49b331aebc54,512,362,,,,,3.0,0.9485687613487244,0.9242183566093444,0.9
consensus_3of3_c060_00000625,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\211-6C-380-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,bea6d9df18fd57c2318a96ccba2095b62e021fa892895381e2ae45f58bd2e9b2,512,362,,,,,3.0,0.9485615491867064,0.977070927619934,0.9
consensus_3of3_c060_00000626,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\test\Secondary\207-6B-101-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,e46c5a40f06a4f9883a15b1ee3032a62497067da92bb2a5b5449d6ba73108062,512,362,,,,,3.0,0.9485387206077576,0.940764844417572,0.9
consensus_3of3_c060_00000627,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\214-5E-1782-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,06262fa563699b92456c9d223ed9db0f022e295244be3a8343cedfbc63dbaefa,512,362,,,,,3.0,0.9485156536102296,0.93859601020813,0.9
consensus_3of3_c060_00000628,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\110-3A-160-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,31d1427e12f1cefce12d6b51faab484ee10631eb275efb4dd011933f4b42f6ce,512,362,,,,,3.0,0.9484513998031616,0.9380983710289,0.9
consensus_3of3_c060_00000629,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\212-6F-481-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,9e5ad6263386956ac95bf22eed69f5e43322eaed74fc65a1c884ec365028c5e3,512,362,,,,,3.0,0.948401153087616,0.9678562879562378,0.9
consensus_3of3_c060_00000630,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\102-2E-554-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,e56f11e216503655c20d42a5ad490ddc61216a001372a07199aa36099872e40d,512,362,,,,,3.0,0.9483943581581116,0.9461225271224976,0.9
consensus_3of3_c060_00000631,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\112-4D-508-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,e5ab6cddfca54c1e5329930886a3c293dfb1300144e09f7165073e61cf498ab4,512,362,,,,,3.0,0.9483884572982788,0.9218984842300416,0.9
consensus_3of3_c060_00000632,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\250-8F-593-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,067cb286a6112b84c9d28427fe4c974f2cb9f19afdff3a5def68169f44e5b626,512,362,,,,,3.0,0.9483005404472352,0.9839575290679932,0.9
consensus_3of3_c060_00000633,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\101-4C-1020-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,ddcd952a5da0ec67dcfd5ad562e9dcacbcbf4408032eb03140d110cd086ef7cb,512,362,,,,,3.0,0.9482807517051696,0.958264946937561,0.9
consensus_3of3_c060_00000634,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\250-5Q-648-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,e3b4be71b4342ed31733221dbe3f472d817e771a1058e48c38f9f3b057687c04,512,362,,,,,3.0,0.9482144117355348,0.9418136477470398,0.9
consensus_3of3_c060_00000635,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\205-6B-276-F-S.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,87ce50b5ee950abbf9189c5073141029b56845a68fdbd48471ee24fa5cf6f59f,512,362,,,,,3.0,0.9481666684150696,0.9739805459976196,0.9
consensus_3of3_c060_00000636,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\101-1C-103-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,6601013e9ce3a3f52648fb3408efbf904a87d869834beb9c47f2913d7e4bd07e,512,362,,,,,3.0,0.9481449127197266,0.932176947593689,0.9
consensus_3of3_c060_00000637,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\250-5E-729-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,793847ac8320e62602f4a4f3e5ac059d51735740cd347c591495275e76e15546,512,362,,,,,3.0,0.9481201767921448,0.9296514987945556,0.9
consensus_3of3_c060_00000638,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\206-5D-397-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,4e2b37bc282f8ba8cb44eacd0ef5eda5859ef6c833d27d7d88cd393528992b54,512,362,,,,,3.0,0.9481056928634644,0.9723496437072754,0.9
consensus_3of3_c060_00000639,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\205-7H-128-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,f1b379d0bd3d0b28cc05933c1991f0eaa09a32e7760cb2499c1fc9d5484407ff,512,362,,,,,3.0,0.9480339288711548,0.9489116668701172,0.9
consensus_3of3_c060_00000640,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\250-5J-677-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,8566d0e41689bb83956632f4c55518c7809b6afa90422f3d784cce1efc84e03a,512,362,,,,,3.0,0.9480070471763612,0.9486980438232422,0.9
consensus_3of3_c060_00000641,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\102-3E-584-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,8843a150f632cab378cfaad726af106c8220524a87a6e431f79727b3c15c0a29,512,362,,,,,3.0,0.947984218597412,0.9067725539207458,0.9
consensus_3of3_c060_00000642,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\280-5M-2204-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,8bcfbc0d82878142e6f5423e48b76d247f2bc7535f2ef7c906191ea7e3d148b4,512,362,,,,,3.0,0.9479587078094482,0.9472091197967528,0.9
consensus_3of3_c060_00000643,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\280-7A-350-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,4fa06b734d12da22006a4b3512da49ee428a7dff2eae9ed9e1db5aca86c94a70,512,362,,,,,3.0,0.9479370713233948,0.9629141688346864,0.9
consensus_3of3_c060_00000644,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\250-5D-170-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,af9840ad56b40b6901c1b4fb224b10ab2b3bdb02fa489254f1bd1fdb5a584836,512,362,,,,,3.0,0.9479156732559204,0.923785388469696,0.9
consensus_3of3_c060_00000645,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\110-3J-1435-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,036094094d13d9641675b7da0bb24f3b405d1885d58e5140353ffdcdb6570fe6,512,362,,,,,3.0,0.9479135870933532,0.9532421231269836,0.9
consensus_3of3_c060_00000646,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\205-6Q-115-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,0d089c223ffae07b3c81ee8f93558e0fbf8f9a54ccc13641698079e6575ab002,512,362,,,,,3.0,0.9478667974472046,0.9960098266601562,0.9
consensus_3of3_c060_00000647,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\280-5B-547-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,7081cbf511ce7b0fd97571dd62e66669329ffd6612a4952bacfe0e5a87c58a97,512,362,,,,,3.0,0.9478464722633362,0.9351993203163148,0.9
consensus_3of3_c060_00000648,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\101-4C-179-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,c22a7368d8a5f53c129f1594f14bcc59410c9e9bcdf2d9989b010722478584ef,512,362,,,,,3.0,0.9478242993354796,0.9742825627326964,0.9
consensus_3of3_c060_00000649,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\test\Secondary\214-5E-1655-M-S.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,8756308c5d226cf477b311121bfdbc6855399d011ec7e27d302494ca23098c5b,512,362,,,,,3.0,0.9478147625923156,0.9142836332321168,0.9
consensus_3of3_c060_00000650,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\206-5D-179-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,03f8f48ff37837e3a388d9f83031a83eaee8ca9b8732ee9f8d773b6f6816718c,512,362,,,,,3.0,0.9477919340133668,0.994301438331604,0.9
consensus_3of3_c060_00000651,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\250-5E-1308-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,bcc33442700e2857a9c9b354159b0ddaad4a0bee9fb14c555b8c690608e29b4a,512,362,,,,,3.0,0.9477450251579284,0.9460741877555848,0.9
consensus_3of3_c060_00000652,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\250-8C-1654-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,73f6dc27f3f510ebfba872073daa33e385097f52a22c975c9abd81092fcab557,512,362,,,,,3.0,0.9477071166038512,0.95248943567276,0.9
consensus_3of3_c060_00000653,C:\Users\alper\Desktop\CCDDA\Dataset\huggingface_extracted\validation\House\hf_validation_House_13_F_13835_019_047.jpg,Happy,0,train,consensus_huggingface,0.9,0.9,4c1c39f7874c47b5344542496a93979f7265bb1e3c37e0f20bed13d3da2156ba,1280,1280,,,,,3.0,0.9477070569992064,0.9715666174888612,0.9
consensus_3of3_c060_00000654,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\112-4F-212-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,2fcd0ee6673056f5219c0055ff7aeb3c4d9b97734dd1a25ccf697a0454273d93,512,362,,,,,3.0,0.9476887583732604,0.9883530735969543,0.9
consensus_3of3_c060_00000655,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\103-2O-1596-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,8f6b9411425851ac2133e3f382ee106c26a4bbf08319257dca9327108806601c,512,362,,,,,3.0,0.9475739598274232,0.9623016715049744,0.9
consensus_3of3_c060_00000656,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\213-7A-343-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,bf25d98f0b660746b4e7986a330da05006c96126fde508506be96202c47058bb,512,362,,,,,3.0,0.947555661201477,0.962444305419922,0.9
consensus_3of3_c060_00000657,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\105-1E-848-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,82d9024fee35b55e707d2d333c88edacd70edfdf180609fc2722af7fd6f5663a,512,362,,,,,3.0,0.947549045085907,0.931512176990509,0.9
consensus_3of3_c060_00000658,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\106-3F-697-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,c147fafb3f76dd52e91f7b8c357e42b00a90bd3a226c9b43e168212efbee9e09,512,362,,,,,3.0,0.9474008083343506,0.9713022112846376,0.9
consensus_3of3_c060_00000659,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\214-6D-961-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,f251b5f84c9dd79c59d9c0d824a21bb3483e8dd0b80514178ceb809440c937ee,512,362,,,,,3.0,0.9473828673362732,0.9794857501983644,0.9
consensus_3of3_c060_00000660,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\205-7B-218-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,459bd3699241ea2a49d6e357ac9d9f68f16be4e12c28652383ab5996dcf74016,512,362,,,,,3.0,0.9473816752433776,0.930138349533081,0.9
consensus_3of3_c060_00000661,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\103-4O-2450-M-S.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,2d871694d1a7e513cd7dfb8c8753013ecd2debf748135982d0ecacd329c0f9f6,512,362,,,,,3.0,0.9473633766174316,0.9790880680084229,0.9
consensus_3of3_c060_00000662,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\250-5D-1349-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,5eb373d59455cd5eeeadd3968b2d093c982051dbc4261c80c45a3a3e3e4b723d,512,362,,,,,3.0,0.9473379850387572,0.9878777265548706,0.9
consensus_3of3_c060_00000663,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\120-3B-1173-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,4ea91e45563dd9a8b71ff3898dd47fdb98ac318cac49dbf7526d41e3d13d77ef,512,362,,,,,3.0,0.9472941756248474,0.9523730874061584,0.9
consensus_3of3_c060_00000664,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\test\Primary\103-1A-405-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,a344eac621f17578e4c933652ebc6494d7bd0ea9282c6dd81da5fa2be7bd5db9,512,362,,,,,3.0,0.9472855925559998,0.9568673372268676,0.9
consensus_3of3_c060_00000665,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\110-4Z-1114-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,0b4dcebfbb2686d29d3b306abc381eaff0d1833807efd710349a8d6cb3f7ce82,512,362,,,,,3.0,0.9472669959068298,0.9886817932128906,0.9
consensus_3of3_c060_00000666,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\101-1E-1153-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,563875353cff9606e7cbeb2efb3665d21232346a098492e5bf3adb93198d5e41,512,362,,,,,3.0,0.9471778869628906,0.9533215165138244,0.9
consensus_3of3_c060_00000667,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\205-7A-795-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,eea6fb970de46ca9439e5c6885865a1750ddb6fa7d73db0365e19a9b1cfddfcb,512,362,,,,,3.0,0.9470856189727784,0.9630216360092164,0.9
consensus_3of3_c060_00000668,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\103-3K-1632-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,e31015610d0b8dad6dc59b3eb414550f57b7ae3b782a038b0851d7918d395649,512,362,,,,,3.0,0.9470479488372804,0.970565915107727,0.9
consensus_3of3_c060_00000669,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\280-6Q-393-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,3246bcc948984218e0934c8fb2366786a2273dee948e468b97b40f7355921168,512,362,,,,,3.0,0.9470387697219848,0.9312843680381776,0.9
consensus_3of3_c060_00000670,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\214-6C-1614-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,f95bf0eb4cc86205aa7fd3206faece930207dd19c4a408431aae60eb0c9280b6,512,362,,,,,3.0,0.946918487548828,0.9574968814849854,0.9
consensus_3of3_c060_00000671,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\205-6G-848-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,73dc5129523e5c3444a45c95967ad22ea67dd28f40c11ba86bbcb06eccc8bc53,512,362,,,,,3.0,0.9468533992767334,0.9486336708068848,0.9
consensus_3of3_c060_00000672,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\test\Secondary\205-8F-330-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,70eb23871517325227f22b2a383dcf4f275b45261b20d43f8798b93fe18e527a,512,362,,,,,3.0,0.946835160255432,0.9279599785804749,0.9
consensus_3of3_c060_00000673,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\test\Primary\101-1A-369-F-S.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,d08dbe103b7f861d71e111be71fa25dbd72b57bdffb6cd19a31ac84c63423b9b,512,362,,,,,3.0,0.9468090534210204,0.9595994353294371,0.9
consensus_3of3_c060_00000674,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\test\Secondary\207-6B-101-F-S.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,5329a05059ff832eccc97ba3708e0243fd52859a45cdfde754ba4fde448a428e,512,362,,,,,3.0,0.946794867515564,0.9877750873565674,0.9
consensus_3of3_c060_00000675,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\101-1E-284-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,ca45aaeb40deba0c321aab32bf3abeca36818719afa9434bdda52f411cae41e8,512,362,,,,,3.0,0.946778416633606,0.9614315032958984,0.9
consensus_3of3_c060_00000676,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\106-3E-861-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,b0b2856dc998c097433a35037c7a7f8522977eb327384650bb7702e63afa9cfa,512,362,,,,,3.0,0.946769654750824,0.9644951820373536,0.9
consensus_3of3_c060_00000677,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\230-5G-402-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,1c3b5e7196183392aecb621b9bfb95ef3948f3e9040e4004af7c020c9b19d315,512,362,,,,,3.0,0.9467686414718628,0.922136664390564,0.9
consensus_3of3_c060_00000678,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\104-4C-4-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,5119e447f967f49e9a57410e923b3ace269b4ee7bcbff5eb1858b7d0b3ff7b35,512,362,,,,,3.0,0.9467668533325196,0.9470143914222716,0.9
consensus_3of3_c060_00000679,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\207-5C-704-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,c245aa12d9fc93858772a8ca6d091e8f7c07ad5071c5390da20bc1ce947161e2,512,362,,,,,3.0,0.946740746498108,0.968454122543335,0.9
consensus_3of3_c060_00000680,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\106-3H-649-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,18beb7a80f5dcef0a1ad3ebee16a9d0812259115f6a8a7ed39014299c4e47e9d,512,362,,,,,3.0,0.9467117190361024,0.9233742952346802,0.9
consensus_3of3_c060_00000681,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\206-5D-383-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,dc68981aad3d37d47e00dd246a5987008ca52cfec56e59f392c9e887512eedb8,512,362,,,,,3.0,0.9467103481292723,0.9392780661582948,0.9
consensus_3of3_c060_00000682,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\214-7H-1200-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,f4a06f020b79583dce63f82a1aeb9b2dcb6c709d80e8520165db4e254204a950,512,362,,,,,3.0,0.9467031359672546,0.9543792605400084,0.9
consensus_3of3_c060_00000683,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\test\Secondary\205-7G-1224-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,7df0d027b2e21ff28d6643049525ed4e1ec358006e4f1002bdf3fb89fa742fc6,512,362,,,,,3.0,0.9466806054115297,0.925967276096344,0.9
consensus_3of3_c060_00000684,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\107-4F-1439-F-S.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,19dba22ae9243805cbcb56718968de8a9953010ebbf9ff11e1fe253c0f795ce6,512,362,,,,,3.0,0.9465915560722352,0.9810381531715392,0.9
consensus_3of3_c060_00000685,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\test\Primary\107-2D-402-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,e934925b03aa79a99c52e04857518e0d4d5e870017115a6bd104d989e399a3bf,512,362,,,,,3.0,0.9465649127960204,0.9253224730491638,0.9
consensus_3of3_c060_00000686,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\test\Primary\102-4B-383-F-S.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,c17dc71462fdec7adae1ef6a819a4e29596b66c099ce74bd2969f7733146840f,512,362,,,,,3.0,0.9465637803077698,0.9334926009178162,0.9
consensus_3of3_c060_00000687,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\205-6F-732-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,4ab75bfdf1df773dcd1ae98e84babea2889a932d456e0496df5fea095d322e49,512,362,,,,,3.0,0.9465622901916504,0.9523268342018129,0.9
consensus_3of3_c060_00000688,C:\Users\alper\Desktop\CCDDA\Dataset\huggingface_extracted\train\Tree\hf_train_Tree_13_F_01970_019_050.jpg,Happy,0,train,consensus_huggingface,0.9,0.9,0dfb2b4a3fe374cde8e0994aba42d4310a6d88e15410eb4ffefc1a9642d285b2,1280,1280,,,,,3.0,0.9465484619140624,0.9796526432037354,0.9
consensus_3of3_c060_00000689,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\214-6K-1298-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,68c4e7bc5a3a5be31bde182a1d423f71483d23068c22dd7b9b0dfddced7cf3a7,512,362,,,,,3.0,0.946491241455078,0.971543312072754,0.9
consensus_3of3_c060_00000690,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\101-1Q-1094-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,96996c40da2d46a17313de2068ff2e349ab0b88ce5e9a0510a195d32b381c28a,512,362,,,,,3.0,0.946481227874756,0.9491553902626038,0.9
consensus_3of3_c060_00000691,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\104-3A-1744-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,ad05631f658053a35929a0465e245d8bbba2d32792eb90115987e784c8cbfe04,512,362,,,,,3.0,0.9464521408081056,0.947765052318573,0.9
consensus_3of3_c060_00000692,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\101-3F-1063-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,03b8470b064071372bfa453fb037cadd9c276b504cd02f7c420dfeda45e07190,512,362,,,,,3.0,0.9464158415794371,0.9847812652587892,0.9
consensus_3of3_c060_00000693,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\105-4A-1328-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,72c60c5c47ec2f34195c67b8286fd30eb537c3357b8f350fcd1cd871e25a475c,512,362,,,,,3.0,0.9463741183280944,0.9741045832633972,0.9
consensus_3of3_c060_00000694,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\230-6C-639-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,411be25ce7f9a0f2a842d8ca64b2c8ff6c13075314043ca283823e3889a00cf0,512,362,,,,,3.0,0.9463401436805724,0.962064266204834,0.9
consensus_3of3_c060_00000695,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\104-2Q-697-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,892dae4228860055ef343ba880aa7af92630cd0eb8e9b46b6c2032dd15e63050,512,362,,,,,3.0,0.9463185667991638,0.9646406769752502,0.9
consensus_3of3_c060_00000696,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\214-5B-986-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,dfc47f556c24250cadce086b45df74a1656b269203f9c5b52ac4062fee2c26a8,512,362,,,,,3.0,0.9463011026382446,0.9134154319763184,0.9
consensus_3of3_c060_00000697,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\214-7X-499-F-S.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,9ec7217f10be698ea73f25fc01d9eb233634868f59b9ecd94fd6d7e0a44fd8ec,512,362,,,,,3.0,0.9462987184524536,0.9349307417869568,0.9
consensus_3of3_c060_00000698,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Primary\103-4O-917-M-S.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,aee29918d288b2e4d5a58fca3e0e472f229133ecf274e4d0d3fa9850bcd535c8,512,362,,,,,3.0,0.9462854862213136,0.965816617012024,0.9
consensus_3of3_c060_00000699,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\250-5C-264-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,b069cf2641118edc3bc3db5a4fdd67b539816bd32d2ebbe9ef60dceea1cdc7e8,512,362,,,,,3.0,0.9462796449661256,0.9640737175941468,0.9
consensus_3of3_c060_00000700,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\test\Secondary\207-6B-66-F-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,a54ceda1d06230e590c45bff2bb948ec6f31cc3a5838ad3bf0258ff8f208ecaf,512,362,,,,,3.0,0.9462723731994628,0.9283855557441713,0.9
consensus_3of3_c060_00000701,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Education\train\Secondary\230-7E-393-M-H.jpg,Happy,0,train,consensus_dataset_images,0.9,0.9,906fed788975bc5e3fd6cce4cb5af9095e7f9f7a7efab74739e2ec5a5c7b3c70,512,362,,,,,3.0,0.946264147758484,0.9903048276901244,0.9
consensus_3of3_c060_00000702,C:\Users\alper\Desktop\CCDDA\Dataset\huggingface_extracted\validation\House\hf_validation_House_9_M_03713_034_071.jpg,Happy,0,train,consensus_huggingface,0.9,0.9,cfbeb9990163a8063352458c41096cc912837a117ad4f0c789b8a6d1912c1560,1280,1280,,,,,3.0,0.946235418319702,0.9746355414390564,0.9
